Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,24,1998,20,19,1667,18.5,0,3,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.4,0.4,1.2,1.6,0.02,0.06,0.09,0.02,0.09,6,0,0.0,0.32,0.00,0.00,,9.3,0,0.07,-0.4,-0.4,501,713,70.3,8930,4297,201,244,82.4,238,307,77.5,48,114,42.1,+1.8,5,37,8,1,61,581,132,0,118,6,10,0,0,0,0,348,194,171,38,450,55,126,2,4,20,28,33,22,1.19,16,4,0,1,0,5,0.27,3,1,0,0,1,0,34,19,23,8,3,17,54.8,14,61,34.3,95,58,25,1,20,76,72,1,924,102,29,66.7,10,0,456,2,12,11,475,425,89.5,16,0,16,0,0,0,156,58,36,61.7
Ludovic Ajorque,re REU,FW,Strasbourg,fr Ligue 1,28,1994,31,28,2439,27.1,12,8,9,3,3,5,1,0.44,0.30,0.74,0.33,0.63,10.7,8.5,5.1,13.6,0.40,0.19,0.59,0.31,0.50,56,23,41.1,2.07,0.85,0.16,0.39,13.0,0,0.15,+1.3,+0.5,610,832,73.3,9103,1294,354,444,79.7,169,236,71.6,48,73,65.8,+2.9,35,29,25,4,45,817,15,1,278,15,15,0,0,0,0,457,229,146,474,155,54,2,30,1,12,43,28,71,2.62,52,0,2,9,2,9,0.33,6,0,0,2,1,0,44,25,4,21,19,8,22.2,28,127,28.0,56,202,195,0,19,57,29,1,1157,32,142,51.7,17,1,590,7,70,41,1459,898,61.5,238,0,31,2,0,1,103,143,106,57.4
Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,23,22,1991,22.1,1,0,1,0,0,2,0,0.05,0.00,0.05,0.05,0.05,1.6,1.6,0.1,1.8,0.08,0.01,0.08,0.08,0.08,12,3,25.0,0.54,0.14,0.08,0.33,11.2,1,0.14,-0.6,-0.6,1486,1631,91.1,33223,10929,412,445,92.6,767,794,96.6,302,375,80.5,-0.1,2,109,3,0,100,1580,51,0,173,60,1,0,0,0,0,1339,96,196,331,1221,46,5,1,2,17,22,11,8,0.38,5,1,1,0,0,0,0.00,0,0,0,0,0,0,47,34,27,15,5,21,65.6,11,98,46.0,123,76,14,0,16,89,64,0,1816,218,19,100.0,6,0,1257,0,3,4,1404,1388,98.9,6,0,19,0,0,1,178,52,34,60.5
Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,29,1993,21,17,1517,16.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.6,0.01,0.02,0.03,0.01,0.03,6,1,16.7,0.36,0.06,0.00,0.00,21.7,0,0.04,-0.2,-0.2,489,674,72.6,9253,3898,205,242,84.7,220,282,78.0,58,121,47.9,-0.3,6,19,12,6,25,538,136,1,95,14,26,0,0,0,0,340,155,179,24,452,48,123,2,2,24,20,26,16,0.95,11,1,1,2,0,1,0.06,1,0,0,0,0,0,35,19,23,9,3,10,38.5,16,71,34.0,120,64,25,0,22,86,44,0,866,78,7,61.1,13,3,430,3,12,10,427,369,86.4,27,0,21,0,1,0,164,36,28,56.3
Marley Aké,fr FRA,FW,Juventus,it Serie A,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,4,100.0,74,23,1,1,100.0,1,1,100.0,1,1,100.0,0.0,0,0,1,1,0,4,0,0,0,1,1,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0,1,2,0,0,1,0,0,5,0,0,,0,0,4,0,0,1,4,4,100.0,1,0,2,0,0,0,0,0,0,
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,27,1995,12,9,834,9.3,1,0,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,0.7,0.7,0.5,1.2,0.08,0.05,0.14,0.08,0.14,3,1,33.3,0.32,0.11,0.33,1.00,5.3,0,0.25,+0.3,+0.3,685,744,92.1,12567,3655,296,311,95.2,317,343,92.4,67,82,81.7,-0.5,2,49,3,0,28,710,34,0,63,5,0,0,0,0,0,627,57,60,543,133,23,21,2,0,5,5,4,3,0.33,3,0,0,0,0,0,0.00,0,0,0,0,0,0,13,6,5,7,1,3,60.0,2,19,31.1,23,32,6,0,7,29,29,0,817,61,7,0.0,0,0,589,0,2,1,658,630,95.7,2,0,8,0,0,0,67,38,8,82.6
Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,18,2004,2,2,124,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34,4,2,50.0,2.90,1.45,0.00,0.00,21.4,0,0.03,-0.1,-0.1,45,53,84.9,625,193,35,36,97.2,8,10,80.0,2,5,40.0,-0.4,3,3,5,1,6,53,0,0,9,1,5,0,0,0,0,45,3,5,49,3,1,0,0,0,0,1,2,7,5.08,4,0,1,2,0,0,0.00,0,0,0,0,0,0,2,0,0,1,1,0,,0,1,14.3,1,1,5,0,1,2,0,0,71,0,8,33.3,1,1,63,3,0,3,63,56,88.9,4,0,4,0,0,0,10,0,2,0.0
Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,20,2002,6,0,47,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.33,0.11,0.44,0.33,0.44,2,1,50.0,3.83,1.91,0.00,0.00,13.5,0,0.09,-0.2,-0.2,17,19,89.5,242,71,11,11,100.0,5,6,83.3,1,2,50.0,-0.1,1,1,2,0,3,19,0,1,5,0,0,0,0,0,0,17,2,0,13,6,0,0,0,0,0,0,0,1,1.91,1,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0.0,1,6,35.3,3,9,5,0,1,2,0,0,32,0,5,0.0,0,0,24,0,3,0,31,24,77.4,6,0,2,0,0,0,4,1,2,33.3
Paul Akouokou,ci CIV,MF,Betis,es La Liga,24,1997,8,6,516,5.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,2,0,0.0,0.35,0.00,0.00,,21.0,0,0.02,0.0,0.0,287,328,87.5,5344,1253,117,132,88.6,129,142,90.8,33,43,76.7,-0.1,3,28,2,0,28,325,3,0,39,10,0,0,0,0,0,259,27,42,27,280,14,0,1,1,9,6,4,6,1.05,6,0,0,0,0,0,0.00,0,0,0,0,0,0,17,12,5,9,3,9,64.3,5,38,33.6,34,67,12,0,7,29,9,0,380,12,2,66.7,6,0,258,0,4,6,279,271,97.1,5,0,14,0,0,0,55,9,1,90.0
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,29,1992,9,4,303,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.12,0.01,0.13,0.12,0.13,2,0,0.0,0.59,0.00,0.00,,17.1,0,0.20,-0.4,-0.4,87,107,81.3,1198,178,51,60,85.0,29,32,90.6,2,3,66.7,0.0,2,5,1,0,3,106,1,0,24,1,0,0,0,0,0,82,21,4,19,76,5,0,2,0,2,5,4,2,0.59,2,0,0,0,0,0,0.00,0,0,0,0,0,0,14,8,5,8,1,3,30.0,7,28,27.7,23,54,24,0,2,17,4,0,160,8,1,58.3,8,0,114,0,4,5,125,103,82.4,11,0,13,0,1,0,23,6,7,46.2
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,27,1995,24,17,1354,15.0,2,2,2,0,0,5,0,0.13,0.13,0.27,0.13,0.27,1.2,1.2,2.0,3.3,0.09,0.14,0.23,0.09,0.23,12,4,33.3,0.80,0.27,0.17,0.50,12.7,0,0.10,+0.8,+0.8,625,808,77.4,11575,4674,274,321,85.4,273,329,83.0,72,130,55.4,0.0,12,40,12,2,70,637,171,2,111,18,27,0,0,0,0,472,195,141,74,545,21,155,1,2,21,29,31,27,1.86,18,1,3,1,1,4,0.28,2,0,0,1,0,1,30,18,13,10,7,14,58.3,10,67,29.8,85,90,50,0,49,61,23,1,986,44,35,53.1,17,2,549,13,16,11,611,542,88.7,20,0,27,0,1,0,121,20,21,48.8
David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,30,30,2642,29.4,2,3,2,0,0,2,0,0.07,0.10,0.17,0.07,0.17,1.6,1.6,2.4,4.0,0.05,0.08,0.13,0.05,0.13,21,6,28.6,0.72,0.20,0.10,0.33,22.0,7,0.09,+0.4,+0.4,1804,1967,91.7,33608,10916,751,778,96.5,811,860,94.3,216,285,75.8,+0.6,22,132,18,5,102,1883,84,2,158,19,32,3,3,0,0,1680,123,164,1623,251,40,34,3,5,14,19,20,46,1.57,37,2,1,0,2,8,0.27,7,0,0,1,0,0,25,18,13,10,2,9,56.3,7,83,37.2,99,101,23,1,20,66,66,2,2169,257,49,62.5,5,0,1600,8,12,7,1746,1688,96.7,54,0,18,0,0,0,190,23,23,50.0
Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1998,4,0,158,1.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,1,0,0.0,0.57,0.00,0.00,,26.0,0,0.03,0.0,0.0,84,102,82.4,1278,378,48,51,94.1,32,38,84.2,2,5,40.0,0.0,1,5,0,0,4,89,13,0,8,1,1,0,0,0,0,77,16,9,6,82,1,12,0,0,0,4,6,1,0.57,1,0,0,0,0,0,0.00,0,0,0,0,0,0,8,6,4,4,0,3,50.0,3,12,23.1,21,24,7,0,6,14,2,0,135,8,0,40.0,2,1,88,0,3,0,92,84,91.3,3,0,5,0,0,0,16,1,1,50.0
Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,23,1999,19,15,1326,14.7,0,1,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,1.1,2.1,0.07,0.08,0.15,0.07,0.15,15,2,13.3,1.02,0.14,0.00,0.00,24.6,0,0.07,-1.0,-1.0,375,527,71.2,8513,2311,124,142,87.3,150,196,76.5,91,163,55.8,-0.1,14,43,8,3,36,464,63,0,99,42,22,32,12,15,0,269,73,185,34,446,31,1,1,2,17,8,14,26,1.76,13,11,1,0,1,3,0.20,1,2,0,0,0,0,27,14,13,9,5,8,42.1,11,74,32.7,114,86,26,0,23,53,45,0,702,53,10,44.4,5,0,374,0,10,13,378,344,91.0,19,0,23,0,1,0,146,21,22,48.8
Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,29,1992,24,4,565,6.3,4,0,4,0,1,2,0,0.64,0.00,0.64,0.64,0.64,4.4,3.6,1.0,4.6,0.71,0.16,0.87,0.59,0.75,20,11,55.0,3.19,1.75,0.20,0.36,11.7,0,0.18,-0.4,+0.4,93,133,69.9,1232,198,60,83,72.3,27,33,81.8,2,6,33.3,-1.0,5,1,2,0,6,125,8,1,38,1,1,0,0,0,0,85,26,22,8,97,13,2,2,0,3,7,4,19,3.08,13,0,2,3,0,2,0.32,2,0,0,0,0,0,5,4,0,4,1,2,66.7,1,26,28.0,6,34,53,0,5,7,4,0,213,5,45,80.0,8,1,138,3,21,12,261,164,62.8,46,0,8,1,0,0,23,14,26,35.0
Jordi Alba,es ESP,DF,Barcelona,es La Liga,33,1989,25,25,2194,24.4,1,8,1,0,0,7,0,0.04,0.33,0.37,0.04,0.37,1.0,1.0,5.1,6.1,0.04,0.21,0.25,0.04,0.25,23,4,17.4,0.94,0.16,0.04,0.25,23.9,1,0.04,0.0,0.0,1895,2251,84.2,33085,12506,873,953,91.6,820,942,87.0,179,281,63.7,+2.9,46,178,48,14,202,1952,299,7,149,37,86,0,0,0,0,1547,389,315,1735,229,52,223,4,9,21,61,54,65,2.67,59,2,1,1,0,11,0.45,10,0,0,1,0,0,35,20,11,18,6,17,42.5,23,83,32.0,85,120,54,0,45,76,33,2,2459,76,67,33.3,8,5,1547,9,16,7,1847,1733,93.8,90,0,24,0,0,0,222,12,26,31.6
Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,30,1992,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.19,0.00,0.19,0.19,0.19,1,0,0.0,4.09,0.00,0.00,,18.6,0,0.05,0.0,0.0,6,8,75.0,86,45,3,4,75.0,3,4,75.0,0,0,,0.0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,6,1,1,4,2,1,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,2,0,0,0,0,0,1,0,10,2,1,,0,0,6,0,0,0,6,6,100.0,2,0,1,0,0,0,2,0,0,
Luis Alberto,es ESP,MF,Lazio,it Serie A,29,1992,30,24,2111,23.5,4,8,4,0,0,5,0,0.17,0.34,0.51,0.17,0.51,2.7,2.7,6.7,9.5,0.12,0.29,0.40,0.12,0.40,37,13,35.1,1.58,0.55,0.11,0.31,19.9,1,0.07,+1.3,+1.3,1467,1772,82.8,25041,8057,724,790,91.6,557,642,86.8,149,275,54.2,+1.3,56,180,45,7,153,1589,183,10,281,74,47,94,39,37,3,1347,166,259,92,1630,23,10,8,6,16,62,30,95,4.05,63,25,1,3,1,13,0.55,7,5,0,1,0,0,27,16,8,12,7,9,21.4,33,95,25.7,103,169,97,0,20,47,6,0,1956,19,33,59.0,25,6,1441,8,15,27,1660,1519,91.5,85,0,14,0,0,0,171,11,13,45.8
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36,1985,24,24,2115,23.5,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.6,0.02,0.00,0.03,0.02,0.03,6,1,16.7,0.26,0.04,0.00,0.00,8.1,0,0.09,-0.6,-0.6,1209,1380,87.6,28714,7948,258,280,92.1,656,701,93.6,283,371,76.3,-0.1,2,56,1,0,60,1330,50,0,140,50,0,0,0,0,0,1050,102,228,224,1063,70,3,1,1,17,17,16,6,0.26,4,0,0,0,0,1,0.04,0,0,0,1,0,0,27,15,17,10,0,9,64.3,5,66,44.0,76,68,6,1,16,58,113,0,1579,235,8,71.4,5,0,1018,0,3,3,1108,1097,99.0,0,0,17,0,0,0,208,46,24,65.7
Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,32,1989,15,10,997,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.5,0.5,1.3,1.8,0.05,0.12,0.17,0.05,0.17,4,1,25.0,0.36,0.09,0.25,1.00,16.7,0,0.13,+0.5,+0.5,271,439,61.7,4303,1864,167,196,85.2,80,124,64.5,18,87,20.7,-0.3,9,16,8,3,20,358,81,0,82,31,23,34,23,6,1,239,90,110,29,346,19,38,1,4,5,27,29,15,1.35,10,3,0,2,0,1,0.09,1,0,0,0,0,0,32,15,16,9,7,9,23.7,29,55,20.9,87,130,46,1,21,55,8,0,564,32,9,45.2,15,2,325,2,11,12,417,318,76.3,26,0,7,0,0,0,64,6,11,35.3
Paco Alcácer,es ESP,FW,Villarreal,es La Liga,28,1993,13,8,605,6.7,0,3,0,0,0,1,0,0.00,0.45,0.45,0.00,0.45,2.5,2.5,1.7,4.3,0.38,0.26,0.64,0.38,0.64,14,4,28.6,2.08,0.60,0.00,0.00,12.8,0,0.18,-2.5,-2.5,98,131,74.8,1335,260,58,70,82.9,24,34,70.6,6,7,85.7,+1.3,6,5,3,1,7,117,14,1,24,2,1,0,0,0,0,88,26,17,28,84,8,2,2,2,0,9,6,10,1.49,9,0,0,0,0,4,0.60,4,0,0,0,0,0,4,3,1,2,1,2,50.0,2,26,28.9,4,38,48,0,6,7,0,0,185,2,35,66.7,4,0,95,0,13,6,238,129,54.2,43,0,4,0,0,0,19,9,15,37.5
Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,31,1991,20,14,1267,14.1,1,2,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,1.6,1.6,1.8,3.4,0.11,0.13,0.24,0.11,0.24,19,5,26.3,1.35,0.36,0.05,0.20,16.7,0,0.09,-0.6,-0.6,1054,1183,89.1,21887,5971,377,409,92.2,483,524,92.2,183,223,82.1,+0.2,23,146,16,1,140,1166,17,2,183,49,2,0,0,0,0,909,110,164,82,1038,30,3,4,1,12,40,17,51,3.62,44,0,0,0,2,4,0.28,4,0,0,0,0,0,49,34,14,26,9,9,28.1,23,99,37.2,71,137,58,0,19,78,15,2,1332,32,24,70.6,12,0,966,4,8,12,1044,996,95.4,36,0,22,0,0,0,181,32,15,68.1
Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,1991,11,10,913,10.1,2,0,2,0,0,5,0,0.20,0.00,0.20,0.20,0.20,1.1,1.1,0.8,1.9,0.11,0.08,0.19,0.11,0.19,20,5,25.0,1.97,0.49,0.10,0.40,22.6,5,0.05,+0.9,+0.9,460,544,84.6,9734,2771,175,190,92.1,172,193,89.1,102,142,71.8,-0.8,11,63,8,1,51,508,36,1,93,31,7,3,0,2,0,378,53,113,75,419,25,1,6,0,7,10,7,24,2.37,19,2,0,3,0,0,0.00,0,0,0,0,0,0,33,23,12,21,0,8,38.1,13,81,34.9,88,120,24,0,10,44,12,0,675,19,15,60.0,3,3,449,0,16,12,471,438,93.0,10,0,32,0,1,0,128,26,22,54.2
Omar Alderete,py PAR,DF,Valencia,es La Liga,25,1996,25,24,2043,22.7,2,0,2,0,0,12,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,16,5,31.3,0.70,0.22,0.13,0.40,16.6,0,0.06,+1.1,+1.1,475,756,62.8,12545,5592,120,149,80.5,193,250,77.2,155,342,45.3,-0.2,3,63,6,0,67,707,49,2,101,72,1,0,0,0,0,323,66,367,581,53,79,3,1,2,33,20,11,9,0.40,8,0,1,0,0,2,0.09,2,0,0,0,0,0,56,39,36,19,1,26,57.8,19,77,37.9,114,79,10,0,15,107,167,0,1069,180,19,60.0,7,0,466,0,3,8,456,444,97.4,3,0,42,0,2,0,240,81,40,66.9
Iván Alejo,es ESP,MF,Cádiz,es La Liga,27,1995,17,9,879,9.8,2,2,2,0,0,7,0,0.20,0.20,0.41,0.20,0.41,0.8,0.8,2.1,2.9,0.09,0.22,0.30,0.09,0.30,9,2,22.2,0.92,0.20,0.22,1.00,23.1,0,0.09,+1.2,+1.2,163,282,57.8,2874,1250,84,110,76.4,50,79,63.3,24,73,32.9,-0.1,20,11,20,18,17,273,9,0,55,14,59,0,0,0,0,140,57,85,14,229,23,7,1,1,14,8,19,33,3.38,27,2,3,0,0,4,0.41,3,0,1,0,0,0,28,17,19,7,2,12,41.4,17,67,24.7,109,106,56,0,14,41,11,0,447,22,16,47.1,19,1,322,4,28,29,387,283,73.1,33,0,28,0,1,0,78,11,9,55.0
Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,19,2002,10,10,900,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,236,330,71.5,6981,4177,31,31,100.0,129,132,97.7,74,165,44.8,0.0,0,0,0,0,0,243,87,0,27,3,0,0,0,0,0,176,8,146,14,272,0,0,43,0,11,0,0,1,0.10,1,0,0,0,0,1,0.10,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,356,301,0,,0,0,180,0,0,0,180,178,98.9,0,0,0,0,0,0,55,0,0,
Carles Aleñá,es ESP,MF,Getafe,es La Liga,24,1998,29,28,2151,23.9,1,2,1,0,0,6,1,0.04,0.08,0.13,0.04,0.13,1.9,1.8,1.5,3.4,0.08,0.06,0.14,0.08,0.14,43,12,27.9,1.80,0.50,0.02,0.08,23.1,0,0.04,-0.9,-0.8,627,788,79.6,11471,2294,293,329,89.1,231,284,81.3,91,141,64.5,+0.5,18,54,15,4,57,751,37,4,184,34,22,11,5,4,1,579,79,130,676,74,27,1,0,2,14,29,22,46,1.92,37,1,2,3,0,4,0.17,4,0,0,0,0,0,30,20,14,13,3,15,34.1,29,121,24.7,106,273,111,0,23,49,9,0,1016,13,19,40.6,16,2,739,3,30,40,908,728,80.2,76,0,52,0,0,0,152,12,26,31.6
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,28,28,2493,27.7,2,12,2,0,0,1,0,0.07,0.43,0.51,0.07,0.51,2.3,2.3,10.0,12.3,0.08,0.36,0.44,0.08,0.44,42,13,31.0,1.52,0.47,0.05,0.15,22.9,3,0.05,-0.3,-0.3,1719,2309,74.4,37677,15399,641,725,88.4,673,841,80.0,385,670,57.5,+2.0,78,187,74,18,244,1832,477,18,208,170,104,115,24,79,1,1199,401,709,246,1715,52,280,5,5,33,92,65,132,4.77,76,47,4,1,0,17,0.61,11,5,0,1,0,0,40,23,21,14,5,21,40.4,31,85,33.9,97,83,71,1,30,108,40,1,2574,71,76,61.1,22,0,1454,10,21,22,1704,1594,93.5,108,0,12,0,0,0,269,16,21,43.2
Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,22,2000,1,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,10,14,71.4,186,127,4,4,100.0,4,6,66.7,2,3,66.7,0.0,0,0,0,0,0,8,6,0,4,0,1,0,0,0,0,4,2,8,0,6,1,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,50.0,0,2,2,0,1,1,1,0,17,2,0,66.7,2,0,7,0,0,0,4,4,100.0,0,0,0,0,0,0,4,1,1,50.0
Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,18,2004,28,18,1589,17.7,2,0,2,0,0,4,1,0.11,0.00,0.11,0.11,0.11,5.7,5.7,1.7,7.4,0.32,0.09,0.42,0.32,0.42,36,13,36.1,2.04,0.74,0.06,0.15,15.4,0,0.16,-3.7,-3.7,197,267,73.8,2677,512,126,152,82.9,51,68,75.0,7,18,38.9,-1.7,12,11,9,4,15,259,8,0,70,6,22,0,0,0,0,205,41,21,184,63,4,2,7,1,8,14,11,36,2.04,20,0,5,6,3,5,0.28,3,0,0,2,0,0,10,7,2,4,4,1,9.1,10,91,22.1,28,186,198,0,14,21,0,0,508,2,67,44.7,22,2,378,14,57,45,673,373,55.4,122,1,26,0,0,0,73,10,61,14.1
Alisson,br BRA,GK,Liverpool,eng Premier League,29,1992,30,30,2700,30.0,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,0,0,,0.00,0.00,,,,0,,0.0,0.0,1001,1158,86.4,26506,14525,156,158,98.7,574,580,99.0,269,418,64.4,+0.6,2,13,0,0,0,964,194,2,82,28,0,0,0,0,0,834,55,269,84,879,3,0,164,0,15,15,0,3,0.10,3,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,40.0,5,0,0,0,0,0,1,1,1245,936,0,66.7,2,0,719,0,1,0,719,713,99.2,0,0,0,0,0,1,190,0,0,
Allan,br BRA,MF,Everton,eng Premier League,31,1991,25,24,2081,23.1,0,2,0,0,0,6,1,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.9,1.1,0.01,0.04,0.05,0.01,0.05,7,3,42.9,0.30,0.13,0.00,0.00,24.1,0,0.03,-0.2,-0.2,744,942,79.0,14284,4193,278,321,86.6,349,416,83.9,97,155,62.6,+1.1,15,97,19,2,106,882,60,0,146,16,6,0,0,0,0,648,111,183,86,801,33,10,3,5,12,42,28,31,1.34,30,0,0,1,0,6,0.26,5,0,0,0,1,0,74,60,29,40,5,24,29.3,58,198,32.1,239,317,60,0,36,111,32,0,1192,67,11,66.7,16,3,750,2,19,31,699,649,92.8,19,0,37,1,0,0,259,11,13,45.8
Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,27,1995,25,12,1246,13.8,1,2,1,0,0,1,0,0.07,0.14,0.22,0.07,0.22,2.5,2.5,1.7,4.2,0.18,0.12,0.30,0.18,0.30,32,12,37.5,2.31,0.87,0.03,0.08,19.7,1,0.08,-1.5,-1.5,334,440,75.9,5357,1052,184,219,84.0,108,145,74.5,32,51,62.7,+0.3,13,28,10,3,31,423,17,1,95,17,25,9,5,1,0,330,53,57,74,331,23,4,2,4,10,14,17,39,2.82,23,3,8,2,2,2,0.14,2,0,0,0,0,0,20,13,5,10,5,6,37.5,10,43,24.4,46,75,55,0,9,30,2,0,643,8,61,48.1,27,6,520,16,31,43,623,493,79.1,71,0,16,0,1,0,71,12,22,35.3
Dele Alli,eng ENG,MF,Everton,eng Premier League,26,1996,7,0,208,2.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.3,0.04,0.11,0.15,0.04,0.15,3,0,0.0,1.30,0.00,0.00,,19.3,0,0.03,-0.1,-0.1,79,105,75.2,1250,345,37,47,78.7,28,35,80.0,7,12,58.3,-0.3,5,7,3,1,9,98,7,1,22,1,2,1,0,0,0,80,15,10,3,91,1,3,1,3,3,8,2,8,3.46,7,1,0,0,0,1,0.43,1,0,0,0,0,0,8,4,3,4,1,2,22.2,7,22,25.3,18,46,23,0,4,13,6,0,152,9,10,75.0,3,1,96,1,7,9,120,94,78.3,14,0,6,0,0,0,25,8,8,50.0
