Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,26,1995,22,21,1901,21.1,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,1.6,1.6,0.1,1.8,0.08,0.01,0.08,0.08,0.08,Matches,12,3,25,0.57,0.14,0.08,0.33,11.2,1,0.14,-0.6,-0.6,1486,1631,91.1,33223,10929,412,445,92.6,767,794,96.6,302,375,80.5,-0.1,2,109,3,0,100,1580,51,0,173,60,1,0,0,0,0,1339,96,196,331,1221,46,5,1,2,17,22,11,8,0.38,5,1,1,0,0,0,0,0,0,0,0,0,0,47,34,27,15,5,21,65.6,11,98,46,123,76,14,0,16,87,64,0,1816,218,19,100,6,0,1257,0,3,4,1404,1388,98.9,6,0,17,0,0,1,178,52,34,60.5
Carlos Akapo,gq EQG,DF,Cádiz,La Liga,29,1993,20,16,1463,16.3,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.3,0.6,0.01,0.02,0.03,0.01,0.03,Matches,6,1,16.7,0.37,0.06,0,0,21.7,0,0.04,-0.2,-0.2,464,640,72.5,8806,3751,198,234,84.6,203,262,77.5,57,117,48.7,-0.3,6,19,12,6,23,509,131,1,90,14,25,0,0,0,0,320,150,170,23,427,46,118,2,2,24,20,23,14,0.86,9,1,1,2,0,1,0.06,1,0,0,0,0,0,35,19,23,9,3,10,38.5,16,70,34.1,120,60,25,0,22,84,43,0,826,77,7,62.5,12,3,404,3,12,9,400,343,85.8,25,0,20,0,1,0,158,35,27,56.5
Marley Aké,fr FRA,FW,Juventus,Serie A,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,4,4,100,74,23,1,1,100,1,1,100,1,1,100,0,0,0,1,1,0,4,0,0,0,1,1,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,5,0,0,,0,0,4,0,0,1,4,4,100,1,0,2,0,0,0,0,0,0,
Nathan Aké,nl NED,DF,Manchester City,Premier League,27,1995,10,8,761,8.5,1,0,1,0,0,0,0,0.12,0,0.12,0.12,0.12,0.7,0.7,0.5,1.2,0.09,0.06,0.14,0.09,0.14,Matches,3,1,33.3,0.35,0.12,0.33,1,5.3,0,0.25,0.3,0.3,651,704,92.5,12083,3546,273,286,95.5,307,329,93.3,66,81,81.5,-0.5,2,48,3,0,28,675,29,0,57,5,0,0,0,0,0,602,51,51,519,127,21,16,2,0,3,5,4,3,0.35,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,6,1,4,66.7,2,15,28.3,21,28,4,0,5,28,27,0,772,59,6,0,0,0,566,0,2,1,628,603,96,2,0,7,0,0,0,62,35,7,83.3
Ilias Akhomach,es ESP,FW,Barcelona,La Liga,18,2004,2,2,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.08,0.27,0.34,0.08,0.34,Matches,4,2,50,2.9,1.45,0,0,21.4,0,0.03,-0.1,-0.1,45,53,84.9,625,193,35,36,97.2,8,10,80,2,5,40,-0.4,3,3,5,1,6,53,0,0,9,1,5,0,0,0,0,45,3,5,49,3,1,0,0,0,0,1,2,7,5.08,4,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,,0,1,14.3,1,1,5,0,1,2,0,0,71,0,8,33.3,1,1,63,3,0,3,63,56,88.9,4,0,4,0,0,0,10,0,2,0
Maghnes Akliouche,fr FRA,MF,Monaco,Ligue 1,20,2002,6,0,47,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.2,0.33,0.11,0.44,0.33,0.44,Matches,2,1,50,3.83,1.91,0,0,13.5,0,0.09,-0.2,-0.2,17,19,89.5,242,71,11,11,100,5,6,83.3,1,2,50,-0.1,1,1,2,0,3,19,0,1,5,0,0,0,0,0,0,17,2,0,13,6,0,0,0,0,0,0,0,1,1.91,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,6,35.3,3,9,5,0,1,2,0,0,32,0,5,0,0,0,24,0,3,0,31,24,77.4,6,0,2,0,0,0,4,1,2,33.3
Paul Akouokou,ci CIV,MF,Betis,La Liga,24,1997,8,6,516,5.7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,2,0,0,0.35,0,0,,21,0,0.02,0,0,287,328,87.5,5344,1253,117,132,88.6,129,142,90.8,33,43,76.7,-0.1,3,28,2,0,28,325,3,0,39,10,0,0,0,0,0,259,27,42,27,280,14,0,1,1,9,6,4,6,1.05,6,0,0,0,0,0,0,0,0,0,0,0,0,17,12,5,9,3,9,64.3,5,38,33.6,34,67,12,0,7,29,9,0,380,12,2,66.7,6,0,258,0,4,6,279,271,97.1,5,0,14,0,0,0,55,9,1,90
Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,29,1992,9,4,303,3.4,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,0.12,0.01,0.13,0.12,0.13,Matches,2,0,0,0.59,0,0,,17.1,0,0.2,-0.4,-0.4,87,107,81.3,1198,178,51,60,85,29,32,90.6,2,3,66.7,0,2,5,1,0,3,106,1,0,24,1,0,0,0,0,0,82,21,4,19,76,5,0,2,0,2,5,4,2,0.59,2,0,0,0,0,0,0,0,0,0,0,0,0,14,8,5,8,1,3,30,7,28,27.7,23,54,24,0,2,17,4,0,160,8,1,58.3,8,0,114,0,4,5,125,103,82.4,11,0,13,0,1,0,23,6,7,46.2
Kevin Akpoguma,ng NGA,DF,Hoffenheim,Bundesliga,27,1995,23,16,1309,14.5,2,2,2,0,0,5,0,0.14,0.14,0.28,0.14,0.28,1.2,1.2,2,3.3,0.09,0.14,0.23,0.09,0.23,Matches,12,4,33.3,0.83,0.28,0.17,0.5,12.7,0,0.1,0.8,0.8,625,808,77.4,11575,4674,274,321,85.4,273,329,83,72,130,55.4,0,12,40,12,2,70,637,171,2,111,18,27,0,0,0,0,472,195,141,74,545,21,155,1,2,21,29,31,27,1.86,18,1,3,1,1,4,0.28,2,0,0,1,0,1,30,17,13,10,7,14,58.3,10,67,29.8,85,90,50,0,49,59,23,1,986,44,35,53.1,17,2,549,13,16,11,611,542,88.7,20,0,26,0,1,0,121,20,21,48.8
David Alaba,at AUT,DF,Real Madrid,La Liga,29,1992,29,29,2597,28.9,1,3,1,0,0,2,0,0.03,0.1,0.14,0.03,0.14,0.9,0.9,2.3,3.2,0.03,0.08,0.11,0.03,0.11,Matches,18,3,16.7,0.62,0.1,0.06,0.33,23,7,0.05,0.1,0.1,1748,1909,91.6,32657,10714,725,751,96.5,784,833,94.1,213,281,75.8,0.7,21,127,18,5,100,1828,81,2,156,18,32,3,3,0,0,1624,122,163,1575,242,39,34,3,5,13,19,20,44,1.52,36,2,1,0,2,7,0.24,7,0,0,0,0,0,25,18,13,10,2,9,56.3,7,82,36.9,99,100,23,1,20,64,65,2,2105,251,47,62.5,5,0,1553,8,12,7,1695,1637,96.6,54,0,18,0,0,0,183,23,23,50
Sofiane Alakouch,ma MAR,DF,Metz,Ligue 1,23,1998,4,0,158,1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,1,0,0,0.57,0,0,,26,0,0.03,0,0,84,102,82.4,1278,378,48,51,94.1,32,38,84.2,2,5,40,0,1,5,0,0,4,89,13,0,8,1,1,0,0,0,0,77,16,9,6,82,1,12,0,0,0,4,6,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,4,0,3,50,3,12,23.1,21,24,7,0,6,14,2,0,135,8,0,40,2,1,88,0,3,0,92,84,91.3,3,0,5,0,0,0,16,1,1,50
Tomás Alarcón,cl CHI,MF,Cádiz,La Liga,23,1999,19,15,1326,14.7,0,1,0,0,0,5,0,0,0.07,0.07,0,0.07,1,1,1.1,2.1,0.07,0.08,0.15,0.07,0.15,Matches,15,2,13.3,1.02,0.14,0,0,24.6,0,0.07,-1,-1,375,527,71.2,8513,2311,124,142,87.3,150,196,76.5,91,163,55.8,-0.1,14,43,8,3,36,464,63,0,99,42,22,32,12,15,0,269,73,185,34,446,31,1,1,2,17,8,14,26,1.76,13,11,1,0,1,3,0.2,1,2,0,0,0,0,27,14,13,9,5,8,42.1,11,74,32.7,114,86,26,0,23,53,45,0,702,53,10,44.4,5,0,374,0,10,13,378,344,91,19,0,23,0,1,0,146,21,22,48.8
Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,29,1992,23,4,556,6.2,4,0,4,0,1,2,0,0.65,0,0.65,0.65,0.65,4.4,3.6,1,4.6,0.71,0.16,0.87,0.59,0.75,Matches,20,11,55,3.24,1.78,0.2,0.36,11.7,0,0.18,-0.4,0.4,93,133,69.9,1232,198,60,83,72.3,27,33,81.8,2,6,33.3,-1,5,1,2,0,6,125,8,1,38,1,1,0,0,0,0,85,26,22,8,97,13,2,2,0,3,7,4,19,3.08,13,0,2,3,0,2,0.32,2,0,0,0,0,0,5,4,0,4,1,2,66.7,1,26,28,6,34,53,0,5,7,4,0,213,5,45,80,8,1,138,3,21,12,261,164,62.8,46,0,7,1,0,0,23,14,26,35
Jordi Alba,es ESP,DF,Barcelona,La Liga,33,1989,24,24,2104,23.4,1,8,1,0,0,7,0,0.04,0.34,0.38,0.04,0.38,1,1,4.9,6,0.04,0.21,0.25,0.04,0.25,Matches,23,4,17.4,0.98,0.17,0.04,0.25,23.9,1,0.04,0,0,1836,2175,84.4,32020,11989,848,926,91.6,793,907,87.4,172,270,63.7,3.1,45,174,47,13,199,1892,283,7,145,36,83,0,0,0,0,1506,371,298,1683,222,51,208,4,8,19,60,51,63,2.69,57,2,1,1,0,11,0.47,10,0,0,1,0,0,35,20,11,18,6,17,43.6,22,82,32.8,78,119,53,0,42,75,29,2,2374,71,66,35,8,4,1500,9,16,6,1793,1682,93.8,90,0,24,0,0,0,213,11,24,31.4
Josué Albert,gf GUF,DF,Clermont Foot,Ligue 1,30,1992,2,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches,1,0,0,4.09,0,0,,18.6,0,0.05,0,0,6,8,75,86,45,3,4,75,3,4,75,0,0,,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,6,1,1,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,1,0,10,2,1,,0,0,6,0,0,0,6,6,100,2,0,1,0,0,0,2,0,0,
Luis Alberto,es ESP,MF,Lazio,Serie A,29,1992,30,24,2111,23.5,4,8,4,0,0,5,0,0.17,0.34,0.51,0.17,0.51,2.7,2.7,6.7,9.5,0.12,0.29,0.4,0.12,0.4,Matches,37,13,35.1,1.58,0.55,0.11,0.31,19.9,1,0.07,1.3,1.3,1467,1772,82.8,25041,8057,724,790,91.6,557,642,86.8,149,275,54.2,1.3,56,180,45,7,153,1589,183,10,282,74,47,94,38,37,4,1347,167,258,92,1630,23,10,8,6,16,62,30,95,4.05,63,25,1,3,1,13,0.55,7,5,0,1,0,0,27,16,8,12,7,9,21.4,33,95,25.7,103,169,97,0,20,47,6,0,1956,19,33,59,25,6,1441,8,15,27,1659,1519,91.6,85,0,14,0,0,0,171,11,13,45.8
Raúl Albiol,es ESP,DF,Villarreal,La Liga,36,1985,24,24,2115,23.5,0,0,0,0,0,6,0,0,0,0,0,0,0.6,0.6,0.1,0.6,0.02,0,0.03,0.02,0.03,Matches,6,1,16.7,0.26,0.04,0,0,8.1,0,0.09,-0.6,-0.6,1209,1380,87.6,28714,7948,258,280,92.1,656,701,93.6,283,371,76.3,-0.1,2,56,1,0,60,1330,50,0,140,50,0,0,0,0,0,1050,102,228,224,1063,70,3,1,1,17,17,16,6,0.26,4,0,0,0,0,1,0.04,0,0,0,1,0,0,27,15,17,10,0,9,64.3,5,66,44,76,68,6,1,16,58,113,0,1579,235,8,71.4,5,0,1018,0,3,3,1108,1097,99,0,0,17,0,0,0,208,46,24,65.7
Marc Albrighton,eng ENG,FW,Leicester City,Premier League,32,1989,15,10,997,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.5,0.5,1.3,1.8,0.05,0.12,0.17,0.05,0.17,Matches,4,1,25,0.36,0.09,0.25,1,16.7,0,0.13,0.5,0.5,271,439,61.7,4303,1864,167,196,85.2,80,124,64.5,18,87,20.7,-0.3,9,16,8,3,20,358,81,0,82,31,23,34,23,6,1,239,90,110,29,346,19,38,1,4,5,27,29,15,1.35,10,3,0,2,0,1,0.09,1,0,0,0,0,0,32,15,16,9,7,9,23.7,29,55,20.9,87,130,46,1,21,55,8,0,564,32,9,45.2,15,2,325,2,11,12,417,318,76.3,26,0,7,0,0,0,64,6,11,35.3
Paco Alcácer,es ESP,FW,Villarreal,La Liga,28,1993,13,8,605,6.7,0,3,0,0,0,1,0,0,0.45,0.45,0,0.45,2.5,2.5,1.7,4.3,0.38,0.26,0.64,0.38,0.64,Matches,14,4,28.6,2.08,0.6,0,0,12.8,0,0.18,-2.5,-2.5,98,131,74.8,1335,260,58,70,82.9,24,34,70.6,6,7,85.7,1.3,6,5,3,1,7,117,14,1,24,2,1,0,0,0,0,88,26,17,28,84,8,2,2,2,0,9,6,10,1.49,9,0,0,0,0,4,0.6,4,0,0,0,0,0,4,3,1,2,1,2,50,2,26,28.9,4,38,48,0,6,7,0,0,185,2,35,66.7,4,0,95,0,13,6,238,129,54.2,43,0,4,0,0,0,19,9,15,37.5
Thiago Alcántara,es ESP,MF,Liverpool,Premier League,31,1991,20,14,1267,14.1,1,2,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,1.6,1.6,1.8,3.4,0.11,0.13,0.24,0.11,0.24,Matches,19,5,26.3,1.35,0.36,0.05,0.2,16.7,0,0.09,-0.6,-0.6,1054,1183,89.1,21887,5971,377,409,92.2,483,524,92.2,183,223,82.1,0.2,23,146,16,1,140,1166,17,2,183,49,2,0,0,0,0,909,110,164,82,1038,30,3,4,1,12,40,17,51,3.62,44,0,0,0,2,4,0.28,4,0,0,0,0,0,49,34,14,26,9,9,28.1,23,99,37.1,71,138,58,0,19,78,15,2,1332,32,24,70.6,12,0,966,4,8,12,1044,996,95.4,36,0,22,0,0,0,181,32,15,68.1
Rubén Alcaraz,es ESP,MF,Cádiz,La Liga,30,1991,10,9,840,9.3,2,0,2,0,0,5,0,0.21,0,0.21,0.21,0.21,1,1,0.8,1.8,0.1,0.09,0.19,0.1,0.19,Matches,18,5,27.8,1.93,0.54,0.11,0.4,23.7,5,0.05,1,1,429,504,85.1,9119,2630,161,174,92.5,162,183,88.5,96,130,73.8,-0.8,11,60,8,1,49,471,33,1,80,29,7,3,0,2,0,350,52,102,68,392,23,1,6,0,5,9,6,22,2.36,18,2,0,2,0,0,0,0,0,0,0,0,0,32,23,12,20,0,8,38.1,13,76,35.2,82,112,22,0,9,43,12,0,629,18,12,60,3,3,426,0,16,12,441,411,93.2,8,0,27,0,1,0,114,21,19,52.5
Omar Alderete,py PAR,DF,Valencia,La Liga,25,1996,25,24,2043,22.7,2,0,2,0,0,12,0,0.09,0,0.09,0.09,0.09,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05,Matches,16,5,31.3,0.7,0.22,0.13,0.4,16.6,0,0.06,1.1,1.1,475,756,62.8,12545,5592,120,149,80.5,193,250,77.2,155,342,45.3,-0.2,3,63,6,0,67,707,49,2,101,72,1,0,0,0,0,323,66,367,581,53,79,3,1,2,33,20,11,9,0.4,8,0,1,0,0,2,0.09,2,0,0,0,0,0,56,39,36,19,1,26,57.8,19,77,37.9,114,79,10,0,15,107,167,0,1069,180,19,60,7,0,466,0,3,8,456,444,97.4,3,0,42,0,2,0,240,81,40,66.9
Iván Alejo,es ESP,MF,Cádiz,La Liga,27,1995,16,8,789,8.8,2,2,2,0,0,7,0,0.23,0.23,0.46,0.23,0.46,0.8,0.8,1.5,2.3,0.09,0.17,0.27,0.09,0.27,Matches,8,2,25,0.91,0.23,0.25,1,22.2,0,0.1,1.2,1.2,129,231,55.8,2129,920,71,91,78,37,65,56.9,16,59,27.1,0.5,14,10,12,10,13,227,4,0,44,11,45,0,0,0,0,120,49,62,12,190,21,2,1,1,12,7,13,23,2.62,18,1,3,0,0,3,0.34,2,0,1,0,0,0,28,17,19,7,2,12,41.4,17,65,25.1,105,103,51,0,14,40,11,0,385,22,13,41.9,16,1,272,4,26,25,331,237,71.6,30,0,28,0,1,0,69,8,8,50
Doğan Alemdar,tr TUR,GK,Rennes,Ligue 1,19,2002,9,9,810,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,213,294,72.4,6277,3783,28,28,100,120,123,97.6,63,141,44.7,0,0,0,0,0,0,215,79,0,25,3,0,0,0,0,0,162,6,126,14,239,0,0,40,0,9,0,0,1,0.11,1,0,0,0,0,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,1,316,268,0,,0,0,157,0,0,0,158,156,98.7,0,0,0,0,0,0,50,0,0,
Carles Aleñá,es ESP,MF,Getafe,La Liga,24,1998,28,28,2150,23.9,1,2,1,0,0,6,1,0.04,0.08,0.13,0.04,0.13,1.9,1.8,1.5,3.4,0.08,0.06,0.14,0.08,0.14,Matches,43,12,27.9,1.8,0.5,0.02,0.08,23.1,0,0.04,-0.9,-0.8,626,787,79.5,11444,2268,293,329,89.1,230,283,81.3,91,141,64.5,0.5,18,54,15,4,57,750,37,4,184,34,22,11,5,4,1,579,78,130,675,74,27,1,0,2,14,29,22,46,1.93,37,1,2,3,0,4,0.17,4,0,0,0,0,0,30,20,14,13,3,15,34.1,29,121,24.7,105,273,111,0,23,49,9,0,1015,12,19,40.6,16,2,739,3,30,40,907,728,80.3,76,0,52,0,0,0,151,12,26,31.6
Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,23,1998,28,28,2493,27.7,2,12,2,0,0,1,0,0.07,0.43,0.51,0.07,0.51,2.3,2.3,10,12.3,0.08,0.36,0.44,0.08,0.44,Matches,42,13,31,1.52,0.47,0.05,0.15,22.9,3,0.05,-0.3,-0.3,1719,2309,74.4,37677,15399,641,725,88.4,673,841,80,385,670,57.5,2,78,187,74,18,244,1832,477,18,208,170,104,115,24,79,1,1200,400,709,246,1715,52,280,5,5,33,92,65,132,4.77,76,47,4,1,0,17,0.61,11,5,0,1,0,0,40,23,21,14,5,21,40.4,31,85,33.9,97,83,71,1,30,108,40,1,2574,71,76,61.1,22,0,1454,10,21,22,1704,1594,93.5,108,0,12,0,0,0,269,16,21,43.2
Mircea Alexandru Tirlea,ro ROU,DF,Alavés,La Liga,22,2000,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,10,14,71.4,186,127,4,4,100,4,6,66.7,2,3,66.7,0,0,0,0,0,0,8,6,0,4,0,1,0,0,0,0,4,2,8,0,6,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,50,0,2,2,0,1,1,1,0,17,2,0,66.7,2,0,7,0,0,0,4,4,100,0,0,0,0,0,0,4,1,1,50
Mohamed Ali Cho,fr FRA,FW,Angers,Ligue 1,18,2004,27,17,1512,16.8,2,0,2,0,0,4,1,0.12,0,0.12,0.12,0.12,5.6,5.6,1.5,7.1,0.33,0.09,0.42,0.33,0.42,Matches,35,13,37.1,2.08,0.77,0.06,0.15,15.2,0,0.16,-3.6,-3.6,181,249,72.7,2443,463,116,141,82.3,47,64,73.4,6,16,37.5,-1.5,10,11,8,3,14,242,7,0,67,6,20,0,0,0,0,190,39,20,171,58,4,2,7,1,8,14,10,33,1.96,18,0,5,5,3,5,0.3,3,0,0,2,0,0,10,7,2,4,4,1,9.1,10,84,22.2,27,171,181,0,11,20,0,0,481,1,66,45.7,22,2,359,14,55,45,646,355,55,116,1,25,0,0,0,69,10,60,14.3
Alisson,br BRA,GK,Liverpool,Premier League,29,1992,30,30,2700,30,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.4,0.4,0,0.01,0.01,0,0.01,Matches,0,0,,0,0,,,,0,,0,0,1001,1158,86.4,26506,14525,156,158,98.7,574,580,99,269,418,64.4,0.6,2,13,0,0,0,964,194,2,82,28,0,0,0,0,0,834,55,269,84,879,3,0,164,0,15,15,0,3,0.1,3,0,0,0,0,1,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,5,0,0,0,0,0,1,1,1245,936,0,66.7,2,0,719,0,1,0,719,713,99.2,0,0,0,0,0,1,190,0,0,
Allan,br BRA,MF,Everton,Premier League,31,1991,24,23,2024,22.5,0,2,0,0,0,6,1,0,0.09,0.09,0,0.09,0.2,0.2,0.9,1.1,0.01,0.04,0.05,0.01,0.05,Matches,7,3,42.9,0.31,0.13,0,0,24.1,0,0.03,-0.2,-0.2,730,924,79,14096,4166,270,313,86.3,344,409,84.1,97,153,63.4,1.1,15,96,19,2,106,866,58,0,142,16,5,0,0,0,0,634,110,180,85,786,32,10,3,5,12,42,28,31,1.38,30,0,0,1,0,6,0.27,5,0,0,0,1,0,73,60,29,39,5,24,29.6,57,196,33.2,233,302,56,0,35,109,30,0,1166,65,11,66.7,16,3,735,2,18,29,683,635,93,19,0,35,1,0,0,254,10,13,43.5
Jim Allevinah,ga GAB,FW,Clermont Foot,Ligue 1,27,1995,24,11,1156,12.8,1,2,1,0,0,1,0,0.08,0.16,0.23,0.08,0.23,2.5,2.5,1.7,4.2,0.19,0.13,0.33,0.19,0.33,Matches,32,12,37.5,2.49,0.93,0.03,0.08,19.7,1,0.08,-1.5,-1.5,313,407,76.9,4961,970,175,206,85,101,134,75.4,27,44,61.4,0.3,13,25,10,3,28,390,17,0,90,16,25,9,5,1,0,302,53,52,71,305,21,4,2,3,8,13,17,39,3.04,23,3,8,2,2,2,0.16,2,0,0,0,0,0,19,12,5,10,4,6,37.5,10,39,24.1,43,69,50,0,9,29,1,0,600,7,58,52.2,26,4,489,15,30,40,584,459,78.6,62,0,15,0,1,0,64,10,21,32.3
Dele Alli,eng ENG,MF,Everton,Premier League,26,1996,6,0,175,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.3,0.04,0.13,0.17,0.04,0.17,Matches,3,0,0,1.54,0,0,,19.3,0,0.03,-0.1,-0.1,69,93,74.2,1063,280,33,42,78.6,23,29,79.3,6,11,54.5,-0.3,5,7,2,0,9,86,7,1,19,1,1,1,0,0,0,69,14,10,3,80,1,3,1,3,3,8,2,6,3.09,5,1,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,2,22.2,7,17,21.8,17,41,20,0,4,10,5,0,132,8,10,75,3,1,83,1,6,8,105,83,79,13,0,5,0,0,0,21,6,8,42.9
Dele Alli,eng ENG,MF,Tottenham,Premier League,26,1996,10,8,657,7.3,1,0,0,1,1,1,0,0.14,0,0.14,0,0,1.5,0.7,0.8,1.5,0.2,0.11,0.31,0.1,0.21,Matches,4,2,50,0.55,0.27,0,0,18.2,0,0.18,-0.5,-0.7,167,214,78,2687,651,94,108,87,56,69,81.2,14,27,51.9,-0.8,2,13,5,0,19,202,12,0,42,2,3,0,0,0,0,149,33,32,10,180,12,3,3,1,2,11,7,8,1.1,5,0,0,3,0,1,0.14,0,0,0,0,1,0,19,7,11,6,2,5,29.4,12,55,26.3,81,92,36,0,20,36,12,0,331,23,20,27.8,7,2,213,0,12,18,262,199,76,31,0,13,1,0,0,46,11,13,45.8
Miguel Almirón,py PAR,MF,Newcastle Utd,Premier League,28,1994,24,14,1284,14.3,0,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.6,1.8,0.08,0.04,0.13,0.08,0.13,Matches,22,5,22.7,1.54,0.35,0,0,19.4,0,0.05,-1.2,-1.2,289,370,78.1,4562,1089,157,180,87.2,103,128,80.5,22,37,59.5,-0.6,14,17,7,2,26,363,7,1,58,5,20,1,1,0,0,288,34,48,333,16,11,3,3,2,6,9,17,38,2.66,26,0,2,2,1,3,0.21,3,0,0,0,0,0,48,30,24,17,7,12,30.8,27,84,25.1,111,126,97,1,18,65,6,0,551,15,41,46.7,19,2,392,7,20,29,483,337,69.8,43,0,17,0,0,0,102,5,14,26.3
Marcos Alonso,es ESP,DF,Chelsea,Premier League,31,1990,21,18,1592,17.7,2,3,2,0,0,6,0,0.11,0.17,0.28,0.11,0.28,2.2,2.2,3.7,5.9,0.13,0.21,0.33,0.13,0.33,Matches,30,8,26.7,1.7,0.45,0.07,0.25,20.2,8,0.08,-0.2,-0.2,785,1019,77,13791,5054,381,428,89,312,380,82.1,76,163,46.6,-0.7,32,57,21,10,81,801,218,1,160,32,46,43,28,13,0,599,217,203,741,68,26,154,1,3,15,36,37,62,3.51,45,9,3,1,1,8,0.45,6,1,0,1,0,0,34,21,17,10,7,13,50,13,60,26.3,102,74,52,0,27,88,49,0,1280,67,51,43.3,14,1,715,8,23,22,832,725,87.1,74,0,27,0,1,0,147,42,18,70
Giorgio Altare,it ITA,DF,Cagliari,Serie A,23,1998,14,12,1028,11.4,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0.2,1.2,0.09,0.02,0.1,0.09,0.1,Matches,11,3,27.3,0.96,0.26,0,0,11.1,0,0.1,-1,-1,358,512,69.9,8186,3430,99,123,80.5,163,203,80.3,91,172,52.9,-0.2,3,33,6,4,36,459,53,0,57,10,11,0,0,0,0,255,60,197,107,306,45,39,1,2,10,13,10,14,1.23,9,1,0,0,1,0,0,0,0,0,0,0,0,29,18,10,15,4,9,52.9,8,46,38,42,65,14,0,15,58,53,0,643,83,14,71.4,5,0,323,0,3,1,326,307,94.2,2,0,28,0,1,0,135,25,21,54.3
